Lead_ID,Lead_Source,Region,Industry,Company_Size,Sales_Agent,Number_of_Calls,Number_of_Emails,Last_Interaction_Days,Contacted,Response,Converted,Deal_Value,Date_Created,Engagement_Score,Recency,Lead_Age_Days,Conversion_Probability,Lead_Score,Recommendation
LEAD_0150,Email Campaign,East,Retail,Medium,Vikram,7.0,0.0,121,Yes,Negative,1,145590.35,2025-10-10,14.0,Cold,208,0.3473275902524573,34.73,Send Follow-up Email
LEAD_0151,Referral,West,Healthcare,Enterprise,Vikram,16.0,13.0,42,Yes,No Response,1,87710.81,2026-02-23,51.5,Warm,72,0.30327907580558594,30.33,Low Priority - Nurture
LEAD_0152,Website,North,Retail,Large,Vikram,3.0,22.0,133,Yes,Negative,0,0.0,2024-06-15,39.0,Cold,690,0.4120163054619781,41.2,Send Follow-up Email
LEAD_0153,Cold Call,East,Retail,Medium,Sneha,2.0,30.0,57,No,Negative,0,0.0,2026-02-14,49.0,Warm,81,0.32546584932897754,32.55,Low Priority - Nurture
LEAD_0154,Referral,Central,Healthcare,Medium,Sneha,2.0,11.0,58,Yes,Negative,1,65160.05,2024-12-22,20.5,Warm,500,0.44180400833268463,44.18,Re-engage Urgently
LEAD_0155,Website,South,Finance,Small,Rahul,15.0,22.0,36,No,Negative,1,126680.56,2026-04-29,63.0,Warm,7,0.3645929478829364,36.46,Send Follow-up Email
LEAD_0156,LinkedIn,North,Healthcare,Medium,Priya,17.0,30.0,156,No,Positive,0,0.0,2024-12-30,79.0,Cold,492,0.36550212322816217,36.55,Send Follow-up Email
LEAD_0157,LinkedIn,North,Finance,Enterprise,Neha,19.0,14.0,17,Yes,Negative,1,39457.83,2024-08-02,59.0,Hot,642,0.35937015063561156,35.94,Send Follow-up Email
LEAD_0158,LinkedIn,Central,Education,Medium,Neha,4.0,9.0,110,Yes,No Response,0,0.0,2025-10-24,21.5,Cold,194,0.3853529121643098,38.54,Send Follow-up Email
LEAD_0159,Email Campaign,West,Finance,Small,Vikram,11.0,2.0,135,Yes,Negative,0,0.0,2024-07-03,25.0,Cold,672,0.3370918197670554,33.71,Send Follow-up Email
LEAD_0160,Referral,East,Healthcare,Small,Rahul,2.0,0.0,62,Yes,No Response,1,11312.49,2024-12-23,4.0,Warm,499,0.4488358943939557,44.88,Re-engage Urgently
LEAD_0161,LinkedIn,East,Education,Large,Neha,5.0,26.0,176,No,No Response,1,53215.2,2024-12-12,49.0,Cold,510,0.3694446268772796,36.94,Send Follow-up Email
LEAD_0162,Cold Call,South,Technology,Enterprise,Amit,9.0,6.0,12,Yes,Positive,0,0.0,2025-11-07,27.0,Hot,180,0.29896984074739874,29.9,Low Priority - Nurture
LEAD_0163,Website,Central,Retail,Enterprise,Rahul,0.0,24.0,166,Yes,Negative,0,0.0,2026-01-19,36.0,Cold,107,0.3776180882704945,37.76,Send Follow-up Email
LEAD_0164,LinkedIn,East,Healthcare,Small,Rahul,13.0,28.0,103,No,Negative,0,0.0,2024-08-17,68.0,Cold,627,0.4074782012004193,40.75,Send Follow-up Email
LEAD_0165,Cold Call,West,Retail,Large,Vikram,8.0,25.0,22,No,Positive,0,0.0,2024-07-18,53.5,Hot,657,0.32920387733035816,32.92,Low Priority - Nurture
LEAD_0166,Cold Call,Central,Healthcare,Large,Amit,2.0,10.0,170,No,Negative,0,0.0,2025-05-09,19.0,Cold,362,0.34251381953801724,34.25,Send Follow-up Email
LEAD_0167,Referral,South,Retail,Large,Sneha,1.0,23.0,91,No,Negative,0,0.0,2024-08-16,36.5,Cold,628,0.38286180158172456,38.29,Send Follow-up Email
LEAD_0168,LinkedIn,North,Retail,Large,Vikram,5.0,30.0,8,Yes,No Response,0,0.0,2024-09-08,55.0,Hot,605,0.38807194260393446,38.81,Send Follow-up Email
LEAD_0169,Cold Call,North,Finance,Large,Rahul,12.0,30.0,146,Yes,No Response,1,68535.06,2025-07-09,69.0,Cold,301,0.2903251724440468,29.03,Low Priority - Nurture
LEAD_0170,Referral,East,Healthcare,Enterprise,Amit,18.0,4.0,136,No,Negative,0,0.0,2025-03-25,42.0,Cold,407,0.36905984804437997,36.91,Send Follow-up Email
LEAD_0171,Website,South,Technology,Small,Neha,5.0,15.0,133,No,No Response,0,0.0,2025-03-31,32.5,Cold,401,0.41085928226677976,41.09,Send Follow-up Email
LEAD_0172,Website,West,Finance,Large,Neha,15.0,6.0,32,Yes,Positive,0,0.0,2025-10-03,39.0,Warm,215,0.35714584453581877,35.71,Send Follow-up Email
LEAD_0173,Referral,North,Healthcare,Large,Neha,2.0,17.0,139,No,Negative,0,0.0,2026-02-07,29.5,Cold,88,0.3433892740466978,34.34,Send Follow-up Email
LEAD_0174,Cold Call,East,Education,Medium,Amit,6.0,25.0,36,Yes,Negative,1,108212.32,2024-12-01,49.5,Warm,521,0.3535261941506526,35.35,Send Follow-up Email
LEAD_0175,Email Campaign,Central,Healthcare,Enterprise,Vikram,4.0,19.0,23,Yes,Negative,0,0.0,2026-02-05,36.5,Hot,90,0.3385189326414494,33.85,Send Follow-up Email
LEAD_0176,Referral,Central,Retail,Enterprise,Vikram,2.0,4.0,82,Yes,Negative,0,0.0,2025-05-22,10.0,Warm,349,0.4021285061175044,40.21,Send Follow-up Email
LEAD_0177,Email Campaign,East,Finance,Medium,Priya,13.0,16.0,15,Yes,No Response,0,0.0,2024-06-04,50.0,Hot,701,0.4013743551894278,40.14,Send Follow-up Email
LEAD_0178,Cold Call,South,Healthcare,Medium,Rahul,16.0,28.0,73,Yes,Negative,0,0.0,2024-07-27,74.0,Warm,648,0.31821095826651197,31.82,Low Priority - Nurture
LEAD_0179,Email Campaign,East,Finance,Large,Vikram,17.0,2.0,129,Yes,No Response,0,0.0,2024-06-25,37.0,Cold,680,0.3690410595887084,36.9,Send Follow-up Email
LEAD_0180,Email Campaign,Central,Healthcare,Small,Amit,2.0,1.0,165,No,No Response,1,27358.17,2025-07-14,5.5,Cold,296,0.39431614697594297,39.43,Send Follow-up Email
LEAD_0181,Email Campaign,West,Education,Small,Sneha,20.0,17.0,75,No,No Response,0,0.0,2025-12-02,65.5,Warm,155,0.3003148272005135,30.03,Low Priority - Nurture
LEAD_0182,Referral,East,Retail,Small,Neha,1.0,5.0,113,No,Negative,0,0.0,2025-08-24,9.5,Cold,255,0.41564326176275324,41.56,Send Follow-up Email
LEAD_0183,Website,Central,Finance,Large,Neha,10.0,23.0,89,No,Positive,0,0.0,2026-01-30,54.5,Warm,96,0.41238896160704364,41.24,Send Follow-up Email
LEAD_0184,LinkedIn,East,Finance,Enterprise,Amit,8.0,14.0,64,Yes,Positive,1,79672.12,2024-10-27,37.0,Warm,556,0.38690123027983986,38.69,Send Follow-up Email
LEAD_0185,Referral,Central,Retail,Medium,Priya,0.0,29.0,148,No,Positive,0,0.0,2025-03-29,43.5,Cold,403,0.43464356665634934,43.46,Re-engage Urgently
LEAD_0186,Email Campaign,West,Retail,Large,Sneha,0.0,2.0,101,No,Positive,1,77248.5,2024-07-18,3.0,Cold,657,0.3520430154348291,35.2,Send Follow-up Email
LEAD_0187,Website,North,Technology,Large,Sneha,19.0,28.0,168,No,Negative,0,0.0,2025-03-16,80.0,Cold,416,0.37152975709527053,37.15,Send Follow-up Email
LEAD_0188,LinkedIn,West,Finance,Large,Neha,11.0,24.0,104,No,Positive,0,0.0,2025-11-21,58.0,Cold,166,0.3051239126997344,30.51,Low Priority - Nurture
LEAD_0189,Email Campaign,Central,Finance,Large,Vikram,9.0,2.0,99,No,No Response,0,0.0,2026-03-23,21.0,Cold,44,0.3484800190160858,34.85,Send Follow-up Email
LEAD_0190,Email Campaign,Central,Technology,Medium,Amit,12.0,11.0,87,No,Positive,0,0.0,2025-06-16,40.5,Warm,324,0.3963922050181241,39.64,Send Follow-up Email
LEAD_0191,Email Campaign,West,Education,Small,Amit,1.0,4.0,86,No,No Response,0,0.0,2024-08-09,8.0,Warm,635,0.36172853800769866,36.17,Send Follow-up Email
LEAD_0192,Email Campaign,Central,Finance,Large,Vikram,10.0,5.0,101,No,No Response,0,0.0,2025-07-23,27.5,Cold,287,0.3676457893170199,36.76,Send Follow-up Email
LEAD_0193,Email Campaign,Central,Retail,Large,Sneha,0.0,11.0,85,Yes,Negative,0,0.0,2025-09-24,16.5,Warm,224,0.3614700511862501,36.15,Send Follow-up Email
LEAD_0194,LinkedIn,Central,Retail,Large,Neha,18.0,18.0,59,Yes,No Response,0,0.0,2026-03-14,63.0,Warm,53,0.35858027176182056,35.86,Send Follow-up Email
LEAD_0195,Email Campaign,Central,Retail,Medium,Neha,7.0,1.0,147,Yes,Positive,0,0.0,2024-08-10,15.5,Cold,634,0.41513164964295785,41.51,Send Follow-up Email
LEAD_0196,Website,West,Finance,Enterprise,Neha,6.0,13.0,129,No,No Response,0,0.0,2025-05-23,31.5,Cold,348,0.34354084095450466,34.35,Send Follow-up Email
LEAD_0197,Email Campaign,South,Education,Large,Neha,15.0,16.0,97,No,Positive,1,107337.41,2024-10-31,54.0,Cold,552,0.3351490186346514,33.51,Send Follow-up Email
LEAD_0198,Email Campaign,East,Education,Large,Neha,20.0,25.0,178,No,No Response,0,0.0,2026-03-09,77.5,Cold,58,0.298650270172991,29.87,Low Priority - Nurture
LEAD_0199,Cold Call,East,Education,Large,Priya,9.0,24.0,74,Yes,No Response,0,0.0,2024-08-24,54.0,Warm,620,0.34872890685285185,34.87,Send Follow-up Email
LEAD_0200,Website,Central,Healthcare,Large,Amit,18.0,21.0,140,No,Negative,1,50970.91,2025-01-15,67.5,Cold,476,0.4186095653015856,41.86,Send Follow-up Email
LEAD_0201,Cold Call,East,Technology,Large,Neha,2.0,11.0,114,No,No Response,1,143418.29,2025-04-22,20.5,Cold,379,0.3474147070401629,34.74,Send Follow-up Email
LEAD_0202,Cold Call,Central,Healthcare,Large,Priya,3.0,19.0,151,Yes,Positive,0,0.0,2026-01-04,34.5,Cold,122,0.328786824500815,32.88,Low Priority - Nurture
LEAD_0203,Email Campaign,South,Finance,Small,Amit,13.0,10.0,121,Yes,No Response,0,0.0,2024-06-30,41.0,Cold,675,0.3594980929594619,35.95,Send Follow-up Email
LEAD_0204,Email Campaign,South,Retail,Enterprise,Sneha,20.0,6.0,74,No,Negative,1,5751.31,2024-05-16,49.0,Warm,720,0.33298434561645834,33.3,Send Follow-up Email
LEAD_0205,LinkedIn,Central,Finance,Small,Priya,13.0,0.0,46,Yes,Negative,0,0.0,2024-09-29,26.0,Warm,584,0.43689214562080114,43.69,Re-engage Urgently
LEAD_0206,Website,North,Technology,Large,Vikram,19.0,3.0,86,No,Negative,1,32015.19,2025-08-14,42.5,Warm,265,0.38355216826421884,38.36,Send Follow-up Email
LEAD_0207,Referral,South,Education,Enterprise,Rahul,6.0,25.0,29,No,Positive,1,83778.57,2026-02-04,49.5,Hot,91,0.3362121911708059,33.62,Send Follow-up Email
LEAD_0208,Cold Call,North,Healthcare,Large,Vikram,6.0,5.0,157,No,Negative,1,99001.37,2024-07-08,19.5,Cold,667,0.33538342680681915,33.54,Send Follow-up Email
LEAD_0209,LinkedIn,West,Technology,Medium,Priya,15.0,10.0,64,Yes,Negative,0,0.0,2025-07-07,45.0,Warm,303,0.3232940205654947,32.33,Low Priority - Nurture
LEAD_0210,Referral,East,Healthcare,Large,Vikram,18.0,0.0,67,No,No Response,0,0.0,2026-04-25,36.0,Warm,11,0.36743453834515954,36.74,Send Follow-up Email
LEAD_0211,LinkedIn,West,Healthcare,Medium,Sneha,16.0,29.0,80,Yes,No Response,0,0.0,2025-02-26,75.5,Warm,434,0.3260031819764087,32.6,Low Priority - Nurture
LEAD_0212,Email Campaign,South,Finance,Medium,Sneha,4.0,14.0,156,No,Negative,1,47780.45,2024-06-09,29.0,Cold,696,0.34781717449113236,34.78,Send Follow-up Email
LEAD_0213,Email Campaign,South,Finance,Small,Vikram,14.0,16.0,93,Yes,No Response,1,137355.55,2025-09-17,52.0,Cold,231,0.3219175146043677,32.19,Low Priority - Nurture
LEAD_0214,Email Campaign,Central,Finance,Medium,Priya,10.0,27.0,134,No,Positive,0,0.0,2026-03-24,60.5,Cold,43,0.3504602104963752,35.05,Send Follow-up Email
LEAD_0215,Referral,North,Education,Enterprise,Amit,14.0,4.0,132,No,Negative,1,108953.11,2024-12-30,34.0,Cold,492,0.3587344615699459,35.87,Send Follow-up Email
LEAD_0216,Email Campaign,West,Healthcare,Small,Sneha,8.0,26.0,1,Yes,No Response,0,0.0,2026-02-17,55.0,Hot,78,0.31017768240642224,31.02,Low Priority - Nurture
LEAD_0217,Referral,East,Technology,Small,Amit,15.0,1.0,74,No,No Response,0,0.0,2024-11-19,31.5,Warm,533,0.44835832482844384,44.84,Re-engage Urgently
LEAD_0218,Referral,East,Retail,Enterprise,Sneha,12.0,0.0,175,Yes,No Response,1,116045.01,2026-05-01,24.0,Cold,5,0.33726771463680233,33.73,Send Follow-up Email
LEAD_0219,Email Campaign,West,Education,Medium,Neha,7.0,0.0,1,Yes,No Response,1,22201.81,2025-10-23,14.0,Hot,195,0.31582572149642957,31.58,Low Priority - Nurture
LEAD_0220,Email Campaign,West,Education,Enterprise,Priya,7.0,14.0,89,Yes,Negative,0,0.0,2025-12-18,35.0,Warm,139,0.26304207808581365,26.3,Low Priority - Nurture
LEAD_0221,LinkedIn,North,Retail,Small,Priya,6.0,2.0,26,Yes,Negative,0,0.0,2025-07-25,15.0,Hot,285,0.38528814904791675,38.53,Send Follow-up Email
LEAD_0222,LinkedIn,South,Technology,Enterprise,Sneha,7.0,17.0,56,Yes,Positive,0,0.0,2025-07-31,39.5,Warm,279,0.33404441163949344,33.4,Send Follow-up Email
LEAD_0223,Website,South,Education,Large,Vikram,19.0,24.0,173,No,Positive,0,0.0,2026-01-26,74.0,Cold,100,0.3332110001568808,33.32,Send Follow-up Email
LEAD_0224,Cold Call,Central,Finance,Enterprise,Rahul,8.0,1.0,143,Yes,No Response,0,0.0,2025-10-03,17.5,Cold,215,0.32010098775140367,32.01,Low Priority - Nurture
LEAD_0225,LinkedIn,East,Retail,Large,Neha,13.0,13.0,39,No,Negative,1,85598.35,2025-09-09,45.5,Warm,239,0.3663357437077082,36.63,Send Follow-up Email
LEAD_0226,Email Campaign,West,Finance,Medium,Rahul,4.0,25.0,119,Yes,No Response,0,0.0,2026-03-08,45.5,Cold,59,0.2805618413441724,28.06,Low Priority - Nurture
LEAD_0227,Referral,Central,Education,Medium,Sneha,7.0,8.0,53,No,No Response,0,0.0,2025-01-21,26.0,Warm,470,0.4467062599516398,44.67,Re-engage Urgently
LEAD_0228,Referral,East,Technology,Medium,Amit,8.0,12.0,173,Yes,Positive,0,0.0,2024-09-30,34.0,Cold,583,0.4243806435861656,42.44,Re-engage Urgently
LEAD_0229,Email Campaign,Central,Finance,Enterprise,Priya,0.0,9.0,4,Yes,Positive,0,0.0,2025-11-18,13.5,Hot,169,0.36979618162305766,36.98,Send Follow-up Email
LEAD_0230,Referral,South,Education,Medium,Sneha,7.0,17.0,83,No,Negative,1,22010.85,2024-11-07,39.5,Warm,545,0.3799986049965579,38.0,Send Follow-up Email
LEAD_0231,Website,East,Healthcare,Large,Vikram,15.0,14.0,26,No,Negative,0,0.0,2024-05-07,51.0,Hot,729,0.451036710692766,45.1,Call Immediately
LEAD_0232,Referral,North,Education,Medium,Neha,4.0,0.0,67,No,Negative,1,58752.21,2026-04-21,8.0,Warm,15,0.36307704738857544,36.31,Send Follow-up Email
LEAD_0233,Website,South,Retail,Medium,Sneha,17.0,20.0,176,No,Negative,0,0.0,2025-09-25,64.0,Cold,223,0.3507625523789476,35.08,Send Follow-up Email
LEAD_0234,Referral,West,Finance,Large,Priya,4.0,23.0,140,No,Positive,1,75850.06,2025-02-04,42.5,Cold,456,0.3491587382588456,34.92,Send Follow-up Email
LEAD_0235,LinkedIn,Central,Technology,Small,Neha,1.0,24.0,2,No,Positive,1,83609.84,2025-11-03,38.0,Hot,184,0.43683715700100756,43.68,Call Immediately
LEAD_0236,Cold Call,North,Finance,Enterprise,Rahul,1.0,19.0,164,No,No Response,1,38557.84,2025-08-27,30.5,Cold,252,0.29124426609944615,29.12,Low Priority - Nurture
LEAD_0237,LinkedIn,Central,Education,Enterprise,Amit,0.0,16.0,71,No,Positive,0,0.0,2025-04-21,24.0,Warm,380,0.39848216815543547,39.85,Send Follow-up Email
LEAD_0238,Referral,South,Technology,Small,Vikram,4.0,7.0,50,No,Negative,0,0.0,2025-12-09,18.5,Warm,148,0.3785759030829112,37.86,Send Follow-up Email
LEAD_0239,Referral,North,Healthcare,Enterprise,Sneha,18.0,7.0,179,Yes,Negative,0,0.0,2026-01-15,46.5,Cold,111,0.31128447450397195,31.13,Low Priority - Nurture
LEAD_0240,LinkedIn,North,Retail,Enterprise,Sneha,17.0,15.0,15,Yes,No Response,1,127940.73,2024-10-05,56.5,Hot,578,0.36739566184772554,36.74,Send Follow-up Email
LEAD_0241,Referral,West,Healthcare,Small,Vikram,1.0,7.0,55,No,Negative,0,0.0,2024-07-18,12.5,Warm,657,0.4047383391881944,40.47,Send Follow-up Email
LEAD_0242,LinkedIn,East,Education,Small,Priya,10.0,0.0,54,Yes,No Response,0,0.0,2024-12-22,20.0,Warm,500,0.4171781932892273,41.72,Send Follow-up Email
LEAD_0243,Website,South,Education,Medium,Vikram,12.0,21.0,139,No,Negative,1,139686.87,2024-06-10,55.5,Cold,695,0.39765365807496783,39.77,Send Follow-up Email
LEAD_0244,LinkedIn,Central,Healthcare,Small,Amit,13.0,7.0,20,No,No Response,1,25292.84,2025-07-16,36.5,Hot,294,0.4278279572304043,42.78,Call Immediately
LEAD_0245,Referral,East,Technology,Large,Sneha,15.0,7.0,92,No,Negative,1,143454.47,2024-07-26,40.5,Cold,649,0.4183500015389523,41.84,Send Follow-up Email
LEAD_0246,Email Campaign,West,Technology,Large,Priya,2.0,2.0,69,Yes,Negative,0,0.0,2025-03-01,7.0,Warm,431,0.31733255198050525,31.73,Low Priority - Nurture
LEAD_0247,Referral,East,Healthcare,Small,Amit,0.0,30.0,79,No,Negative,1,96915.63,2025-10-07,45.0,Warm,211,0.40456503775066327,40.46,Send Follow-up Email
LEAD_0248,LinkedIn,South,Retail,Enterprise,Vikram,17.0,16.0,105,Yes,Positive,1,19823.56,2024-09-29,58.0,Cold,584,0.341977633623934,34.2,Send Follow-up Email
LEAD_0249,Email Campaign,North,Education,Large,Sneha,0.0,9.0,106,No,Positive,0,0.0,2025-11-11,13.5,Cold,176,0.33428492931197595,33.43,Send Follow-up Email
LEAD_0250,Cold Call,Central,Education,Medium,Neha,12.0,5.0,36,No,Negative,1,86132.8,2025-09-30,31.5,Warm,218,0.35398614411190954,35.4,Send Follow-up Email
LEAD_0251,Cold Call,North,Finance,Enterprise,Rahul,13.0,9.0,124,Yes,Negative,0,0.0,2024-05-07,39.5,Cold,729,0.31830820643160607,31.83,Low Priority - Nurture
LEAD_0252,Cold Call,West,Education,Medium,Sneha,3.0,4.0,78,Yes,Negative,0,0.0,2026-05-05,12.0,Warm,1,0.2656652791154094,26.57,Low Priority - Nurture
LEAD_0253,Email Campaign,West,Healthcare,Enterprise,Rahul,13.0,26.0,167,Yes,Negative,0,0.0,2025-08-02,65.0,Cold,277,0.256826300792808,25.68,Low Priority - Nurture
LEAD_0254,Cold Call,West,Healthcare,Medium,Sneha,10.0,9.0,178,No,No Response,0,0.0,2026-02-20,33.5,Cold,75,0.26498315311700277,26.5,Low Priority - Nurture
LEAD_0255,Website,West,Healthcare,Small,Vikram,6.0,18.0,140,Yes,No Response,1,52253.5,2025-01-23,39.0,Cold,468,0.3839199645258546,38.39,Send Follow-up Email
LEAD_0256,Referral,South,Retail,Large,Neha,2.0,26.0,105,No,Positive,1,8902.84,2025-10-31,43.0,Cold,187,0.35366264869887326,35.37,Send Follow-up Email
LEAD_0257,Cold Call,East,Finance,Enterprise,Sneha,2.0,14.0,154,No,No Response,0,0.0,2026-03-23,25.0,Cold,44,0.29321437578316345,29.32,Low Priority - Nurture
LEAD_0258,Email Campaign,West,Education,Small,Rahul,17.0,19.0,164,Yes,Positive,0,0.0,2026-05-04,62.5,Cold,2,0.27719166588686217,27.72,Low Priority - Nurture
LEAD_0259,Website,South,Education,Small,Vikram,20.0,21.0,166,No,No Response,1,100352.24,2024-10-19,71.5,Cold,564,0.3941395097952334,39.41,Send Follow-up Email
LEAD_0260,LinkedIn,North,Healthcare,Medium,Vikram,16.0,17.0,149,Yes,Negative,1,67416.05,2025-05-27,57.5,Cold,344,0.33882421141718017,33.88,Send Follow-up Email
LEAD_0261,Referral,Central,Education,Medium,Rahul,0.0,15.0,27,No,Negative,0,0.0,2025-07-10,22.5,Hot,300,0.43041235251156706,43.04,Call Immediately
LEAD_0262,Cold Call,East,Healthcare,Large,Sneha,6.0,16.0,124,No,Negative,1,17448.95,2024-09-22,36.0,Cold,591,0.34684823422447947,34.68,Send Follow-up Email
LEAD_0263,Referral,East,Technology,Large,Amit,3.0,0.0,88,Yes,No Response,0,0.0,2024-10-31,6.0,Warm,552,0.42601116228129376,42.6,Re-engage Urgently
LEAD_0264,Cold Call,Central,Finance,Medium,Rahul,17.0,13.0,119,Yes,Negative,1,139838.75,2024-07-10,53.5,Cold,665,0.3675945878165962,36.76,Send Follow-up Email
LEAD_0265,Cold Call,West,Retail,Small,Neha,19.0,28.0,51,No,No Response,0,0.0,2026-04-27,80.0,Warm,9,0.2771583180880344,27.72,Low Priority - Nurture
LEAD_0266,LinkedIn,South,Finance,Large,Neha,2.0,18.0,27,Yes,Negative,0,0.0,2025-10-17,31.0,Hot,201,0.3270710245558989,32.71,Low Priority - Nurture
LEAD_0267,Referral,North,Healthcare,Enterprise,Vikram,20.0,10.0,153,No,No Response,0,0.0,2024-10-04,55.0,Cold,579,0.3669102958506527,36.69,Send Follow-up Email
LEAD_0268,LinkedIn,East,Healthcare,Enterprise,Vikram,5.0,26.0,173,No,No Response,0,0.0,2026-04-06,49.0,Cold,30,0.3197944736881989,31.98,Low Priority - Nurture
LEAD_0269,Cold Call,East,Technology,Medium,Rahul,3.0,5.0,96,Yes,No Response,0,0.0,2025-08-30,13.5,Cold,249,0.34691793840041657,34.69,Send Follow-up Email
LEAD_0270,Email Campaign,South,Education,Enterprise,Sneha,5.0,15.0,163,Yes,No Response,0,0.0,2024-12-26,32.5,Cold,496,0.3035557452964395,30.36,Low Priority - Nurture
LEAD_0271,Website,South,Finance,Large,Sneha,19.0,1.0,92,Yes,Negative,0,0.0,2024-05-07,39.5,Cold,729,0.39468949197776343,39.47,Send Follow-up Email
LEAD_0272,Referral,Central,Education,Enterprise,Sneha,15.0,13.0,114,No,Positive,0,0.0,2024-09-19,49.5,Cold,594,0.41867213437918205,41.87,Send Follow-up Email
LEAD_0273,LinkedIn,South,Healthcare,Small,Rahul,7.0,17.0,74,Yes,Negative,0,0.0,2025-04-10,39.5,Warm,391,0.3585608471398079,35.86,Send Follow-up Email
LEAD_0274,Referral,Central,Education,Small,Vikram,3.0,8.0,140,No,No Response,0,0.0,2024-09-15,18.0,Cold,598,0.4602819748782141,46.03,Re-engage Urgently
LEAD_0275,Referral,Central,Finance,Enterprise,Amit,20.0,24.0,64,No,Positive,1,11033.53,2024-08-23,76.0,Warm,621,0.42274031451122557,42.27,Re-engage Urgently
LEAD_0276,Website,North,Retail,Small,Priya,6.0,25.0,151,No,No Response,0,0.0,2024-08-08,49.5,Cold,636,0.44077257260485286,44.08,Re-engage Urgently
LEAD_0277,Referral,South,Education,Medium,Priya,6.0,25.0,16,No,No Response,0,0.0,2025-02-04,49.5,Hot,456,0.3887808708748062,38.88,Send Follow-up Email
LEAD_0278,Email Campaign,South,Healthcare,Large,Rahul,18.0,8.0,132,Yes,Positive,0,0.0,2024-08-13,48.0,Cold,631,0.33516629300513195,33.52,Send Follow-up Email
LEAD_0279,LinkedIn,East,Finance,Medium,Priya,4.0,22.0,83,Yes,No Response,1,118925.2,2024-11-19,41.0,Warm,533,0.39949765820133265,39.95,Send Follow-up Email
LEAD_0280,Cold Call,Central,Healthcare,Enterprise,Sneha,14.0,2.0,163,Yes,Negative,0,0.0,2024-08-13,31.0,Cold,631,0.34179849922387817,34.18,Send Follow-up Email
LEAD_0281,Website,East,Retail,Enterprise,Rahul,18.0,0.0,24,No,No Response,0,0.0,2026-03-15,36.0,Hot,52,0.38818577480468314,38.82,Send Follow-up Email
LEAD_0282,LinkedIn,Central,Retail,Medium,Sneha,6.0,15.0,69,No,Negative,1,56942.3,2025-03-12,34.5,Warm,420,0.4146422397368864,41.46,Send Follow-up Email
LEAD_0283,Email Campaign,South,Education,Enterprise,Rahul,1.0,1.0,26,No,Positive,0,0.0,2026-01-20,3.5,Hot,106,0.31511522699310973,31.51,Low Priority - Nurture
LEAD_0284,Cold Call,West,Retail,Small,Sneha,6.0,22.0,34,No,Positive,0,0.0,2025-04-06,45.0,Warm,395,0.3317952798748341,33.18,Send Follow-up Email
LEAD_0285,LinkedIn,East,Healthcare,Small,Rahul,20.0,5.0,14,No,No Response,1,132106.28,2025-01-09,47.5,Hot,482,0.42222592502861955,42.22,Call Immediately
LEAD_0286,Cold Call,West,Technology,Small,Amit,6.0,0.0,20,Yes,No Response,0,0.0,2024-07-03,12.0,Hot,672,0.35662393336043796,35.66,Send Follow-up Email
LEAD_0287,Referral,North,Technology,Large,Amit,13.0,22.0,34,No,Positive,0,0.0,2025-12-10,59.0,Warm,147,0.3743253549440735,37.43,Send Follow-up Email
LEAD_0288,LinkedIn,North,Technology,Large,Rahul,9.0,4.0,98,Yes,No Response,0,0.0,2025-12-16,24.0,Cold,141,0.34093184091053214,34.09,Send Follow-up Email
LEAD_0289,Email Campaign,Central,Technology,Medium,Sneha,11.0,23.0,55,Yes,Negative,1,25713.69,2025-01-25,56.5,Warm,466,0.3883271076661376,38.83,Send Follow-up Email
LEAD_0290,Referral,South,Technology,Small,Priya,3.0,18.0,99,No,Negative,0,0.0,2025-11-19,33.0,Cold,168,0.36772830171255194,36.77,Send Follow-up Email
LEAD_0291,Cold Call,South,Healthcare,Small,Priya,17.0,19.0,154,No,No Response,0,0.0,2025-10-06,62.5,Cold,212,0.29654204199315826,29.65,Low Priority - Nurture
LEAD_0292,Website,South,Education,Medium,Neha,12.0,9.0,166,Yes,Positive,0,0.0,2025-01-09,37.5,Cold,482,0.38790254866762247,38.79,Send Follow-up Email
LEAD_0293,LinkedIn,South,Retail,Small,Vikram,0.0,11.0,82,Yes,Negative,0,0.0,2025-09-18,16.5,Warm,230,0.35392433959871417,35.39,Send Follow-up Email
LEAD_0294,Website,Central,Finance,Enterprise,Amit,0.0,18.0,18,Yes,Negative,1,87415.16,2024-09-11,27.0,Hot,602,0.44930947491458495,44.93,Call Immediately
LEAD_0295,LinkedIn,West,Education,Large,Neha,16.0,24.0,107,No,No Response,0,0.0,2024-08-17,68.0,Cold,627,0.33004606349895704,33.0,Send Follow-up Email
LEAD_0296,Email Campaign,Central,Education,Medium,Rahul,2.0,9.0,21,Yes,Positive,0,0.0,2024-09-17,17.5,Hot,596,0.4285403620067725,42.85,Call Immediately
LEAD_0297,Referral,Central,Technology,Large,Neha,13.0,23.0,62,Yes,Positive,0,0.0,2025-04-22,60.5,Warm,379,0.4208646228791261,42.09,Re-engage Urgently
LEAD_0298,Referral,North,Retail,Small,Rahul,5.0,3.0,4,Yes,No Response,0,0.0,2025-01-04,14.5,Hot,487,0.43738764648931694,43.74,Call Immediately
LEAD_0299,Referral,East,Education,Large,Priya,11.0,4.0,69,Yes,Positive,0,0.0,2025-01-22,28.0,Warm,469,0.41092491687785104,41.09,Send Follow-up Email
LEAD_0300,Referral,East,Education,Small,Rahul,18.0,20.0,20,No,Negative,0,0.0,2024-09-22,66.0,Hot,591,0.4343448220144658,43.43,Call Immediately
