Lead_ID,Lead_Source,Region,Industry,Company_Size,Sales_Agent,Number_of_Calls,Number_of_Emails,Last_Interaction_Days,Contacted,Response,Converted,Deal_Value,Date_Created,Engagement_Score,Recency,Lead_Age_Days
LEAD_0201,Cold Call,East,Technology,Large,Neha,2.0,11.0,114,No,No Response,1,143418.29,2025-04-22,20.5,Cold,379
LEAD_0202,Cold Call,Central,Healthcare,Large,Priya,3.0,19.0,151,Yes,Positive,0,0.0,2026-01-04,34.5,Cold,122
LEAD_0203,Email Campaign,South,Finance,Small,Amit,13.0,10.0,121,Yes,No Response,0,0.0,2024-06-30,41.0,Cold,675
LEAD_0204,Email Campaign,South,Retail,Enterprise,Sneha,20.0,6.0,74,No,Negative,1,5751.31,2024-05-16,49.0,Warm,720
LEAD_0205,LinkedIn,Central,Finance,Small,Priya,13.0,0.0,46,Yes,Negative,0,0.0,2024-09-29,26.0,Warm,584
LEAD_0206,Website,North,Technology,Large,Vikram,19.0,3.0,86,No,Negative,1,32015.19,2025-08-14,42.5,Warm,265
LEAD_0207,Referral,South,Education,Enterprise,Rahul,6.0,25.0,29,No,Positive,1,83778.57,2026-02-04,49.5,Hot,91
LEAD_0208,Cold Call,North,Healthcare,Large,Vikram,6.0,5.0,157,No,Negative,1,99001.37,2024-07-08,19.5,Cold,667
LEAD_0209,LinkedIn,West,Technology,Medium,Priya,15.0,10.0,64,Yes,Negative,0,0.0,2025-07-07,45.0,Warm,303
LEAD_0210,Referral,East,Healthcare,Large,Vikram,18.0,0.0,67,No,No Response,0,0.0,2026-04-25,36.0,Warm,11
LEAD_0211,LinkedIn,West,Healthcare,Medium,Sneha,16.0,29.0,80,Yes,No Response,0,0.0,2025-02-26,75.5,Warm,434
LEAD_0212,Email Campaign,South,Finance,Medium,Sneha,4.0,14.0,156,No,Negative,1,47780.45,2024-06-09,29.0,Cold,696
LEAD_0213,Email Campaign,South,Finance,Small,Vikram,14.0,16.0,93,Yes,No Response,1,137355.55,2025-09-17,52.0,Cold,231
LEAD_0214,Email Campaign,Central,Finance,Medium,Priya,10.0,27.0,134,No,Positive,0,0.0,2026-03-24,60.5,Cold,43
LEAD_0215,Referral,North,Education,Enterprise,Amit,14.0,4.0,132,No,Negative,1,108953.11,2024-12-30,34.0,Cold,492
LEAD_0216,Email Campaign,West,Healthcare,Small,Sneha,8.0,26.0,1,Yes,No Response,0,0.0,2026-02-17,55.0,Hot,78
LEAD_0217,Referral,East,Technology,Small,Amit,15.0,1.0,74,No,No Response,0,0.0,2024-11-19,31.5,Warm,533
LEAD_0218,Referral,East,Retail,Enterprise,Sneha,12.0,0.0,175,Yes,No Response,1,116045.01,2026-05-01,24.0,Cold,5
LEAD_0219,Email Campaign,West,Education,Medium,Neha,7.0,0.0,1,Yes,No Response,1,22201.81,2025-10-23,14.0,Hot,195
LEAD_0220,Email Campaign,West,Education,Enterprise,Priya,7.0,14.0,89,Yes,Negative,0,0.0,2025-12-18,35.0,Warm,139
LEAD_0221,LinkedIn,North,Retail,Small,Priya,6.0,2.0,26,Yes,Negative,0,0.0,2025-07-25,15.0,Hot,285
LEAD_0222,LinkedIn,South,Technology,Enterprise,Sneha,7.0,17.0,56,Yes,Positive,0,0.0,2025-07-31,39.5,Warm,279
LEAD_0223,Website,South,Education,Large,Vikram,19.0,24.0,173,No,Positive,0,0.0,2026-01-26,74.0,Cold,100
LEAD_0224,Cold Call,Central,Finance,Enterprise,Rahul,8.0,1.0,143,Yes,No Response,0,0.0,2025-10-03,17.5,Cold,215
LEAD_0225,LinkedIn,East,Retail,Large,Neha,13.0,13.0,39,No,Negative,1,85598.35,2025-09-09,45.5,Warm,239
LEAD_0226,Email Campaign,West,Finance,Medium,Rahul,4.0,25.0,119,Yes,No Response,0,0.0,2026-03-08,45.5,Cold,59
LEAD_0227,Referral,Central,Education,Medium,Sneha,7.0,8.0,53,No,No Response,0,0.0,2025-01-21,26.0,Warm,470
LEAD_0228,Referral,East,Technology,Medium,Amit,8.0,12.0,173,Yes,Positive,0,0.0,2024-09-30,34.0,Cold,583
LEAD_0229,Email Campaign,Central,Finance,Enterprise,Priya,0.0,9.0,4,Yes,Positive,0,0.0,2025-11-18,13.5,Hot,169
LEAD_0230,Referral,South,Education,Medium,Sneha,7.0,17.0,83,No,Negative,1,22010.85,2024-11-07,39.5,Warm,545
LEAD_0231,Website,East,Healthcare,Large,Vikram,15.0,14.0,26,No,Negative,0,0.0,2024-05-07,51.0,Hot,729
LEAD_0232,Referral,North,Education,Medium,Neha,4.0,0.0,67,No,Negative,1,58752.21,2026-04-21,8.0,Warm,15
LEAD_0233,Website,South,Retail,Medium,Sneha,17.0,20.0,176,No,Negative,0,0.0,2025-09-25,64.0,Cold,223
LEAD_0234,Referral,West,Finance,Large,Priya,4.0,23.0,140,No,Positive,1,75850.06,2025-02-04,42.5,Cold,456
LEAD_0235,LinkedIn,Central,Technology,Small,Neha,1.0,24.0,2,No,Positive,1,83609.84,2025-11-03,38.0,Hot,184
LEAD_0236,Cold Call,North,Finance,Enterprise,Rahul,1.0,19.0,164,No,No Response,1,38557.84,2025-08-27,30.5,Cold,252
LEAD_0237,LinkedIn,Central,Education,Enterprise,Amit,0.0,16.0,71,No,Positive,0,0.0,2025-04-21,24.0,Warm,380
LEAD_0238,Referral,South,Technology,Small,Vikram,4.0,7.0,50,No,Negative,0,0.0,2025-12-09,18.5,Warm,148
LEAD_0239,Referral,North,Healthcare,Enterprise,Sneha,18.0,7.0,179,Yes,Negative,0,0.0,2026-01-15,46.5,Cold,111
LEAD_0240,LinkedIn,North,Retail,Enterprise,Sneha,17.0,15.0,15,Yes,No Response,1,127940.73,2024-10-05,56.5,Hot,578
LEAD_0241,Referral,West,Healthcare,Small,Vikram,1.0,7.0,55,No,Negative,0,0.0,2024-07-18,12.5,Warm,657
LEAD_0242,LinkedIn,East,Education,Small,Priya,10.0,0.0,54,Yes,No Response,0,0.0,2024-12-22,20.0,Warm,500
LEAD_0243,Website,South,Education,Medium,Vikram,12.0,21.0,139,No,Negative,1,139686.87,2024-06-10,55.5,Cold,695
LEAD_0244,LinkedIn,Central,Healthcare,Small,Amit,13.0,7.0,20,No,No Response,1,25292.84,2025-07-16,36.5,Hot,294
LEAD_0245,Referral,East,Technology,Large,Sneha,15.0,7.0,92,No,Negative,1,143454.47,2024-07-26,40.5,Cold,649
LEAD_0246,Email Campaign,West,Technology,Large,Priya,2.0,2.0,69,Yes,Negative,0,0.0,2025-03-01,7.0,Warm,431
LEAD_0247,Referral,East,Healthcare,Small,Amit,0.0,30.0,79,No,Negative,1,96915.63,2025-10-07,45.0,Warm,211
LEAD_0248,LinkedIn,South,Retail,Enterprise,Vikram,17.0,16.0,105,Yes,Positive,1,19823.56,2024-09-29,58.0,Cold,584
LEAD_0249,Email Campaign,North,Education,Large,Sneha,0.0,9.0,106,No,Positive,0,0.0,2025-11-11,13.5,Cold,176
LEAD_0250,Cold Call,Central,Education,Medium,Neha,12.0,5.0,36,No,Negative,1,86132.8,2025-09-30,31.5,Warm,218
LEAD_0251,Cold Call,North,Finance,Enterprise,Rahul,13.0,9.0,124,Yes,Negative,0,0.0,2024-05-07,39.5,Cold,729
LEAD_0252,Cold Call,West,Education,Medium,Sneha,3.0,4.0,78,Yes,Negative,0,0.0,2026-05-05,12.0,Warm,1
LEAD_0253,Email Campaign,West,Healthcare,Enterprise,Rahul,13.0,26.0,167,Yes,Negative,0,0.0,2025-08-02,65.0,Cold,277
LEAD_0254,Cold Call,West,Healthcare,Medium,Sneha,10.0,9.0,178,No,No Response,0,0.0,2026-02-20,33.5,Cold,75
LEAD_0255,Website,West,Healthcare,Small,Vikram,6.0,18.0,140,Yes,No Response,1,52253.5,2025-01-23,39.0,Cold,468
LEAD_0256,Referral,South,Retail,Large,Neha,2.0,26.0,105,No,Positive,1,8902.84,2025-10-31,43.0,Cold,187
LEAD_0257,Cold Call,East,Finance,Enterprise,Sneha,2.0,14.0,154,No,No Response,0,0.0,2026-03-23,25.0,Cold,44
LEAD_0258,Email Campaign,West,Education,Small,Rahul,17.0,19.0,164,Yes,Positive,0,0.0,2026-05-04,62.5,Cold,2
LEAD_0259,Website,South,Education,Small,Vikram,20.0,21.0,166,No,No Response,1,100352.24,2024-10-19,71.5,Cold,564
LEAD_0260,LinkedIn,North,Healthcare,Medium,Vikram,16.0,17.0,149,Yes,Negative,1,67416.05,2025-05-27,57.5,Cold,344
LEAD_0261,Referral,Central,Education,Medium,Rahul,0.0,15.0,27,No,Negative,0,0.0,2025-07-10,22.5,Hot,300
LEAD_0262,Cold Call,East,Healthcare,Large,Sneha,6.0,16.0,124,No,Negative,1,17448.95,2024-09-22,36.0,Cold,591
LEAD_0263,Referral,East,Technology,Large,Amit,3.0,0.0,88,Yes,No Response,0,0.0,2024-10-31,6.0,Warm,552
LEAD_0264,Cold Call,Central,Finance,Medium,Rahul,17.0,13.0,119,Yes,Negative,1,139838.75,2024-07-10,53.5,Cold,665
LEAD_0265,Cold Call,West,Retail,Small,Neha,19.0,28.0,51,No,No Response,0,0.0,2026-04-27,80.0,Warm,9
LEAD_0266,LinkedIn,South,Finance,Large,Neha,2.0,18.0,27,Yes,Negative,0,0.0,2025-10-17,31.0,Hot,201
LEAD_0267,Referral,North,Healthcare,Enterprise,Vikram,20.0,10.0,153,No,No Response,0,0.0,2024-10-04,55.0,Cold,579
LEAD_0268,LinkedIn,East,Healthcare,Enterprise,Vikram,5.0,26.0,173,No,No Response,0,0.0,2026-04-06,49.0,Cold,30
LEAD_0269,Cold Call,East,Technology,Medium,Rahul,3.0,5.0,96,Yes,No Response,0,0.0,2025-08-30,13.5,Cold,249
LEAD_0270,Email Campaign,South,Education,Enterprise,Sneha,5.0,15.0,163,Yes,No Response,0,0.0,2024-12-26,32.5,Cold,496
LEAD_0271,Website,South,Finance,Large,Sneha,19.0,1.0,92,Yes,Negative,0,0.0,2024-05-07,39.5,Cold,729
LEAD_0272,Referral,Central,Education,Enterprise,Sneha,15.0,13.0,114,No,Positive,0,0.0,2024-09-19,49.5,Cold,594
LEAD_0273,LinkedIn,South,Healthcare,Small,Rahul,7.0,17.0,74,Yes,Negative,0,0.0,2025-04-10,39.5,Warm,391
LEAD_0274,Referral,Central,Education,Small,Vikram,3.0,8.0,140,No,No Response,0,0.0,2024-09-15,18.0,Cold,598
LEAD_0275,Referral,Central,Finance,Enterprise,Amit,20.0,24.0,64,No,Positive,1,11033.53,2024-08-23,76.0,Warm,621
LEAD_0276,Website,North,Retail,Small,Priya,6.0,25.0,151,No,No Response,0,0.0,2024-08-08,49.5,Cold,636
LEAD_0277,Referral,South,Education,Medium,Priya,6.0,25.0,16,No,No Response,0,0.0,2025-02-04,49.5,Hot,456
LEAD_0278,Email Campaign,South,Healthcare,Large,Rahul,18.0,8.0,132,Yes,Positive,0,0.0,2024-08-13,48.0,Cold,631
LEAD_0279,LinkedIn,East,Finance,Medium,Priya,4.0,22.0,83,Yes,No Response,1,118925.2,2024-11-19,41.0,Warm,533
LEAD_0280,Cold Call,Central,Healthcare,Enterprise,Sneha,14.0,2.0,163,Yes,Negative,0,0.0,2024-08-13,31.0,Cold,631
LEAD_0281,Website,East,Retail,Enterprise,Rahul,18.0,0.0,24,No,No Response,0,0.0,2026-03-15,36.0,Hot,52
LEAD_0282,LinkedIn,Central,Retail,Medium,Sneha,6.0,15.0,69,No,Negative,1,56942.3,2025-03-12,34.5,Warm,420
LEAD_0283,Email Campaign,South,Education,Enterprise,Rahul,1.0,1.0,26,No,Positive,0,0.0,2026-01-20,3.5,Hot,106
LEAD_0284,Cold Call,West,Retail,Small,Sneha,6.0,22.0,34,No,Positive,0,0.0,2025-04-06,45.0,Warm,395
LEAD_0285,LinkedIn,East,Healthcare,Small,Rahul,20.0,5.0,14,No,No Response,1,132106.28,2025-01-09,47.5,Hot,482
LEAD_0286,Cold Call,West,Technology,Small,Amit,6.0,0.0,20,Yes,No Response,0,0.0,2024-07-03,12.0,Hot,672
LEAD_0287,Referral,North,Technology,Large,Amit,13.0,22.0,34,No,Positive,0,0.0,2025-12-10,59.0,Warm,147
LEAD_0288,LinkedIn,North,Technology,Large,Rahul,9.0,4.0,98,Yes,No Response,0,0.0,2025-12-16,24.0,Cold,141
LEAD_0289,Email Campaign,Central,Technology,Medium,Sneha,11.0,23.0,55,Yes,Negative,1,25713.69,2025-01-25,56.5,Warm,466
LEAD_0290,Referral,South,Technology,Small,Priya,3.0,18.0,99,No,Negative,0,0.0,2025-11-19,33.0,Cold,168
LEAD_0291,Cold Call,South,Healthcare,Small,Priya,17.0,19.0,154,No,No Response,0,0.0,2025-10-06,62.5,Cold,212
LEAD_0292,Website,South,Education,Medium,Neha,12.0,9.0,166,Yes,Positive,0,0.0,2025-01-09,37.5,Cold,482
LEAD_0293,LinkedIn,South,Retail,Small,Vikram,0.0,11.0,82,Yes,Negative,0,0.0,2025-09-18,16.5,Warm,230
LEAD_0294,Website,Central,Finance,Enterprise,Amit,0.0,18.0,18,Yes,Negative,1,87415.16,2024-09-11,27.0,Hot,602
LEAD_0295,LinkedIn,West,Education,Large,Neha,16.0,24.0,107,No,No Response,0,0.0,2024-08-17,68.0,Cold,627
LEAD_0296,Email Campaign,Central,Education,Medium,Rahul,2.0,9.0,21,Yes,Positive,0,0.0,2024-09-17,17.5,Hot,596
LEAD_0297,Referral,Central,Technology,Large,Neha,13.0,23.0,62,Yes,Positive,0,0.0,2025-04-22,60.5,Warm,379
LEAD_0298,Referral,North,Retail,Small,Rahul,5.0,3.0,4,Yes,No Response,0,0.0,2025-01-04,14.5,Hot,487
LEAD_0299,Referral,East,Education,Large,Priya,11.0,4.0,69,Yes,Positive,0,0.0,2025-01-22,28.0,Warm,469
LEAD_0300,Referral,East,Education,Small,Rahul,18.0,20.0,20,No,Negative,0,0.0,2024-09-22,66.0,Hot,591
LEAD_0301,LinkedIn,West,Education,Medium,Rahul,5.0,8.0,27,Yes,Positive,0,0.0,2025-06-19,22.0,Hot,321
LEAD_0302,LinkedIn,South,Technology,Enterprise,Rahul,12.0,29.0,39,Yes,Positive,1,5372.43,2025-04-25,67.5,Warm,376
LEAD_0303,Referral,South,Healthcare,Medium,Sneha,10.0,8.0,20,No,Positive,0,0.0,2026-05-02,32.0,Hot,4
LEAD_0304,LinkedIn,South,Finance,Small,Sneha,2.0,28.0,120,No,Negative,0,0.0,2025-12-09,46.0,Cold,148
LEAD_0305,Email Campaign,West,Technology,Large,Priya,9.0,18.0,78,Yes,Negative,0,0.0,2025-03-12,45.0,Warm,420
LEAD_0306,Referral,South,Education,Medium,Priya,0.0,29.0,105,Yes,No Response,0,0.0,2026-04-15,43.5,Cold,21
LEAD_0307,LinkedIn,East,Technology,Enterprise,Neha,9.0,3.0,53,Yes,Negative,0,0.0,2025-02-17,22.5,Warm,443
LEAD_0308,LinkedIn,South,Healthcare,Small,Amit,7.0,28.0,134,No,No Response,0,0.0,2025-07-16,56.0,Cold,294
LEAD_0309,LinkedIn,Central,Technology,Medium,Neha,12.0,2.0,152,Yes,Negative,1,71476.41,2025-01-28,27.0,Cold,463
LEAD_0310,Website,East,Healthcare,Enterprise,Neha,10.0,10.0,116,No,Positive,1,23952.7,2026-01-26,35.0,Cold,100
LEAD_0311,Cold Call,South,Education,Small,Priya,3.0,5.0,116,No,Negative,0,0.0,2025-10-06,13.5,Cold,212
LEAD_0312,Email Campaign,East,Finance,Enterprise,Rahul,14.0,8.0,31,Yes,Positive,0,0.0,2025-07-28,40.0,Warm,282
LEAD_0313,Email Campaign,North,Finance,Large,Priya,2.0,22.0,64,No,Negative,1,49111.17,2025-04-10,37.0,Warm,391
LEAD_0314,Website,East,Finance,Small,Sneha,14.0,17.0,141,Yes,Positive,0,0.0,2025-01-03,53.5,Cold,488
LEAD_0315,Cold Call,North,Technology,Small,Priya,4.0,6.0,103,No,No Response,0,0.0,2024-11-19,17.0,Cold,533
LEAD_0316,LinkedIn,Central,Education,Large,Amit,0.0,2.0,51,No,Positive,0,0.0,2025-08-05,3.0,Warm,274
LEAD_0317,Website,North,Technology,Enterprise,Amit,5.0,29.0,147,No,No Response,0,0.0,2024-11-11,53.5,Cold,541
LEAD_0318,LinkedIn,West,Retail,Medium,Rahul,6.0,29.0,48,No,Negative,0,0.0,2024-10-24,55.5,Warm,559
LEAD_0319,Cold Call,North,Education,Medium,Neha,9.0,15.0,106,No,Positive,0,0.0,2025-02-19,40.5,Cold,441
LEAD_0320,Referral,South,Retail,Medium,Neha,16.0,7.0,162,Yes,Negative,0,0.0,2024-05-15,42.5,Cold,721
LEAD_0321,Email Campaign,West,Healthcare,Large,Sneha,8.0,5.0,7,No,No Response,1,57071.26,2025-08-22,23.5,Hot,257
LEAD_0322,Website,North,Retail,Large,Vikram,7.0,5.0,26,Yes,No Response,0,0.0,2024-07-05,21.5,Hot,670
LEAD_0323,Email Campaign,North,Finance,Enterprise,Rahul,5.0,5.0,61,No,No Response,0,0.0,2024-08-31,17.5,Warm,613
LEAD_0324,LinkedIn,East,Education,Medium,Vikram,6.0,26.0,127,No,Positive,1,137527.1,2024-05-12,51.0,Cold,724
LEAD_0325,LinkedIn,North,Finance,Medium,Amit,16.0,0.0,1,No,No Response,0,0.0,2024-06-27,32.0,Hot,678
LEAD_0326,Cold Call,East,Finance,Large,Amit,0.0,4.0,151,Yes,Positive,0,0.0,2025-10-13,6.0,Cold,205
LEAD_0327,LinkedIn,East,Retail,Small,Rahul,9.0,10.0,35,Yes,No Response,1,129797.07,2025-03-29,33.0,Warm,403
LEAD_0328,Referral,East,Finance,Large,Priya,18.0,0.0,45,No,Negative,1,119817.17,2025-04-29,36.0,Warm,372
LEAD_0329,Cold Call,North,Education,Enterprise,Vikram,1.0,5.0,155,No,No Response,1,47705.0,2025-01-22,9.5,Cold,469
LEAD_0330,Email Campaign,North,Retail,Medium,Rahul,2.0,7.0,89,No,Positive,0,0.0,2025-12-15,14.5,Warm,142
LEAD_0331,LinkedIn,East,Retail,Small,Rahul,6.0,7.0,178,Yes,Negative,0,0.0,2024-07-01,22.5,Cold,674
LEAD_0332,LinkedIn,North,Technology,Enterprise,Sneha,13.0,5.0,106,No,Negative,0,0.0,2026-01-04,33.5,Cold,122
LEAD_0333,Referral,North,Retail,Medium,Priya,14.0,2.0,9,No,Positive,0,0.0,2025-07-10,31.0,Hot,300
LEAD_0334,LinkedIn,North,Healthcare,Medium,Sneha,5.0,23.0,20,Yes,Negative,0,0.0,2024-12-18,44.5,Hot,504
LEAD_0335,Email Campaign,West,Technology,Enterprise,Neha,5.0,19.0,112,Yes,Positive,0,0.0,2024-05-25,38.5,Cold,711
LEAD_0336,Cold Call,South,Retail,Large,Neha,9.0,9.0,61,Yes,Positive,0,0.0,2025-08-25,31.5,Warm,254
LEAD_0337,Email Campaign,West,Finance,Small,Rahul,0.0,0.0,23,No,No Response,0,0.0,2025-11-08,0.0,Hot,179
LEAD_0338,Referral,South,Technology,Small,Priya,5.0,20.0,75,Yes,Negative,0,0.0,2024-08-15,40.0,Warm,629
LEAD_0339,Referral,West,Retail,Large,Amit,20.0,17.0,100,Yes,Negative,1,49711.24,2024-06-04,65.5,Cold,701
LEAD_0340,Referral,North,Healthcare,Enterprise,Sneha,8.0,7.0,69,Yes,Positive,1,58563.24,2025-08-25,26.5,Warm,254
LEAD_0341,LinkedIn,East,Education,Enterprise,Vikram,7.0,17.0,16,No,No Response,1,101782.93,2025-08-30,39.5,Hot,249
LEAD_0342,Email Campaign,West,Education,Medium,Sneha,9.0,2.0,102,Yes,No Response,0,0.0,2024-08-18,21.0,Cold,626
LEAD_0343,Email Campaign,Central,Education,Medium,Amit,14.0,5.0,43,Yes,Positive,0,0.0,2026-03-04,35.5,Warm,63
LEAD_0344,Referral,North,Retail,Medium,Neha,4.0,26.0,153,No,Negative,0,0.0,2025-08-23,47.0,Cold,256
LEAD_0345,LinkedIn,North,Retail,Enterprise,Vikram,10.0,27.0,71,No,Positive,1,137555.22,2024-07-02,60.5,Warm,673
LEAD_0346,Email Campaign,West,Technology,Enterprise,Priya,4.0,18.0,151,Yes,Positive,1,95343.4,2025-04-03,35.0,Cold,398
LEAD_0347,LinkedIn,East,Education,Large,Sneha,8.0,12.0,168,No,No Response,0,0.0,2024-10-14,34.0,Cold,569
LEAD_0348,LinkedIn,South,Healthcare,Enterprise,Priya,19.0,19.0,175,No,Positive,0,0.0,2025-04-04,66.5,Cold,397
LEAD_0349,Website,South,Technology,Enterprise,Rahul,11.0,0.0,87,No,Negative,0,0.0,2024-06-01,22.0,Warm,704
LEAD_0350,Referral,North,Finance,Medium,Rahul,14.0,24.0,83,No,No Response,0,0.0,2025-03-06,64.0,Warm,426
LEAD_0351,LinkedIn,South,Retail,Medium,Sneha,15.0,0.0,133,No,Positive,0,0.0,2024-08-04,30.0,Cold,640
LEAD_0352,Cold Call,North,Healthcare,Enterprise,Priya,16.0,28.0,146,Yes,Positive,0,0.0,2026-03-22,74.0,Cold,45
LEAD_0353,Cold Call,North,Finance,Small,Sneha,1.0,29.0,93,Yes,Negative,0,0.0,2025-08-11,45.5,Cold,268
LEAD_0354,Referral,Central,Retail,Small,Neha,0.0,7.0,96,No,No Response,0,0.0,2024-12-21,10.5,Cold,501
LEAD_0355,Referral,Central,Education,Large,Rahul,5.0,26.0,67,Yes,Negative,0,0.0,2025-01-22,49.0,Warm,469
LEAD_0356,LinkedIn,South,Education,Medium,Priya,20.0,7.0,174,Yes,Negative,0,0.0,2024-09-17,50.5,Cold,596
LEAD_0357,LinkedIn,West,Finance,Medium,Vikram,0.0,7.0,65,No,No Response,1,79425.78,2026-03-15,10.5,Warm,52
LEAD_0358,Referral,West,Healthcare,Enterprise,Rahul,0.0,14.0,78,No,No Response,1,98197.35,2024-12-28,21.0,Warm,494
LEAD_0359,Email Campaign,East,Education,Large,Rahul,3.0,15.0,17,No,Negative,0,0.0,2025-09-14,28.5,Hot,234
LEAD_0360,Website,East,Healthcare,Medium,Priya,16.0,24.0,62,Yes,No Response,0,0.0,2024-11-17,68.0,Warm,535
LEAD_0361,Website,South,Technology,Enterprise,Rahul,8.0,29.0,108,No,Negative,0,0.0,2026-03-07,59.5,Cold,60
LEAD_0362,Email Campaign,South,Healthcare,Medium,Neha,17.0,20.0,122,No,No Response,1,89538.44,2024-07-21,64.0,Cold,654
LEAD_0363,Cold Call,Central,Finance,Large,Amit,15.0,4.0,67,Yes,No Response,0,0.0,2024-08-06,36.0,Warm,638
LEAD_0364,Cold Call,East,Finance,Large,Sneha,10.0,11.0,67,No,Negative,1,99893.02,2024-06-01,36.5,Warm,704
LEAD_0365,Email Campaign,Central,Education,Small,Sneha,6.0,16.0,31,No,No Response,1,73227.8,2024-09-14,36.0,Warm,599
LEAD_0366,LinkedIn,South,Finance,Medium,Rahul,13.0,18.0,118,Yes,Negative,0,0.0,2024-11-27,53.0,Cold,525
LEAD_0367,LinkedIn,West,Healthcare,Medium,Rahul,20.0,1.0,2,No,Negative,1,31151.73,2025-10-19,41.5,Hot,199
LEAD_0368,Cold Call,Central,Finance,Enterprise,Amit,4.0,19.0,112,No,Negative,0,0.0,2026-01-29,36.5,Cold,97
LEAD_0369,Referral,West,Technology,Small,Vikram,6.0,23.0,96,Yes,Negative,0,0.0,2025-04-12,46.5,Cold,389
LEAD_0370,LinkedIn,North,Finance,Medium,Neha,11.0,9.0,34,Yes,Negative,1,81999.9,2025-09-18,35.5,Warm,230
LEAD_0371,Website,South,Technology,Small,Rahul,9.0,14.0,134,No,No Response,0,0.0,2025-12-30,39.0,Cold,127
LEAD_0372,Website,West,Healthcare,Medium,Priya,12.0,0.0,59,Yes,No Response,1,149343.5,2025-03-10,24.0,Warm,422
LEAD_0373,LinkedIn,Central,Education,Medium,Amit,11.0,22.0,167,Yes,Negative,1,35622.58,2024-11-07,55.0,Cold,545
LEAD_0374,Email Campaign,Central,Technology,Small,Neha,3.0,20.0,6,Yes,No Response,1,42089.43,2025-05-22,36.0,Hot,349
LEAD_0375,Referral,West,Technology,Large,Sneha,4.0,6.0,178,Yes,Negative,0,0.0,2025-01-20,17.0,Cold,471
LEAD_0376,LinkedIn,Central,Healthcare,Medium,Sneha,3.0,16.0,159,Yes,Negative,0,0.0,2024-08-31,30.0,Cold,613
LEAD_0377,LinkedIn,West,Finance,Medium,Rahul,16.0,6.0,92,No,Negative,0,0.0,2025-06-12,41.0,Cold,328
LEAD_0378,Email Campaign,West,Finance,Enterprise,Rahul,7.0,0.0,4,Yes,Positive,0,0.0,2024-10-14,14.0,Hot,569
LEAD_0379,Cold Call,North,Education,Small,Neha,3.0,28.0,66,Yes,Negative,1,102008.18,2024-10-07,48.0,Warm,576
LEAD_0380,Referral,North,Technology,Medium,Amit,9.0,11.0,174,No,Negative,1,47923.22,2025-09-30,34.5,Cold,218
LEAD_0381,LinkedIn,North,Finance,Medium,Rahul,11.0,28.0,113,No,No Response,1,18774.78,2025-05-26,64.0,Cold,345
LEAD_0382,Website,South,Technology,Enterprise,Sneha,14.0,8.0,99,No,Negative,0,0.0,2025-11-29,40.0,Cold,158
LEAD_0383,Cold Call,North,Finance,Small,Priya,3.0,13.0,152,No,No Response,0,0.0,2024-11-28,25.5,Cold,524
LEAD_0384,Referral,East,Education,Small,Neha,4.0,15.0,125,Yes,Negative,1,31282.78,2026-03-11,30.5,Cold,56
LEAD_0385,LinkedIn,East,Healthcare,Small,Neha,0.0,24.0,148,Yes,No Response,0,0.0,2024-11-18,36.0,Cold,534
LEAD_0386,Email Campaign,North,Retail,Medium,Sneha,11.0,21.0,174,No,Positive,1,80269.45,2024-12-09,53.5,Cold,513
LEAD_0387,Email Campaign,North,Technology,Medium,Vikram,15.0,27.0,127,Yes,Positive,1,85959.91,2024-11-09,70.5,Cold,543
LEAD_0388,Website,East,Technology,Medium,Vikram,20.0,12.0,104,Yes,Positive,1,51491.9,2025-05-27,58.0,Cold,344
LEAD_0389,Email Campaign,West,Technology,Enterprise,Sneha,10.0,3.0,128,Yes,Positive,0,0.0,2026-02-06,24.5,Cold,89
LEAD_0390,LinkedIn,Central,Education,Small,Amit,19.0,0.0,159,No,No Response,0,0.0,2025-12-29,38.0,Cold,128
LEAD_0391,Referral,East,Healthcare,Small,Priya,14.0,10.0,144,No,No Response,0,0.0,2026-01-28,43.0,Cold,98
LEAD_0392,LinkedIn,North,Finance,Small,Rahul,11.0,26.0,163,No,No Response,1,108807.46,2025-12-07,61.0,Cold,150
LEAD_0393,LinkedIn,North,Finance,Enterprise,Priya,13.0,3.0,66,Yes,Positive,0,0.0,2025-12-25,30.5,Warm,132
LEAD_0394,Referral,South,Retail,Medium,Neha,10.0,3.0,107,Yes,No Response,0,0.0,2025-07-01,24.5,Cold,309
LEAD_0395,Referral,West,Education,Medium,Sneha,0.0,16.0,13,No,No Response,1,90377.61,2026-02-25,24.0,Hot,70
LEAD_0396,Email Campaign,South,Education,Medium,Neha,4.0,3.0,100,No,No Response,0,0.0,2024-10-31,12.5,Cold,552
LEAD_0397,Email Campaign,South,Healthcare,Enterprise,Rahul,9.0,14.0,35,Yes,Negative,1,65706.39,2024-09-30,39.0,Warm,583
LEAD_0398,Email Campaign,East,Education,Large,Neha,0.0,20.0,56,Yes,Positive,0,0.0,2025-05-09,30.0,Warm,362
LEAD_0399,Website,East,Finance,Medium,Vikram,17.0,22.0,164,No,No Response,0,0.0,2025-04-30,67.0,Cold,371
LEAD_0400,Website,Central,Retail,Enterprise,Neha,17.0,9.0,109,Yes,No Response,0,0.0,2024-10-06,47.5,Cold,577
LEAD_0401,Referral,South,Technology,Small,Priya,8.0,24.0,42,No,No Response,0,0.0,2025-01-01,52.0,Warm,490
